age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
43,services,married,high.school,no,yes,yes,telephone,jul,mon,118,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
56,blue-collar,divorced,basic.9y,unknown,yes,yes,cellular,jul,mon,123,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
40,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,504,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
53,blue-collar,married,high.school,no,no,yes,cellular,jul,mon,136,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
53,blue-collar,married,high.school,no,yes,yes,cellular,jul,mon,243,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
42,housemaid,married,basic.4y,unknown,yes,no,telephone,jul,mon,122,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
49,technician,married,high.school,no,yes,no,telephone,jul,mon,126,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,admin.,single,high.school,no,yes,unknown,telephone,jul,mon,215,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
38,self-employed,married,high.school,no,yes,no,telephone,jul,tue,121,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
55,entrepreneur,divorced,university.degree,no,no,no,telephone,jul,tue,345,16,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
53,technician,married,professional.course,no,no,yes,cellular,jul,tue,178,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
39,admin.,divorced,high.school,unknown,no,unknown,cellular,jul,tue,858,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
47,technician,single,unknown,no,no,no,cellular,jul,tue,117,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
57,admin.,married,professional.course,no,yes,no,cellular,jul,tue,47,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
29,technician,single,professional.course,no,yes,no,cellular,jul,tue,62,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
41,services,married,unknown,no,no,no,cellular,jul,tue,99,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
60,retired,divorced,basic.4y,no,yes,no,telephone,jul,tue,50,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
36,blue-collar,married,basic.6y,no,yes,no,cellular,jul,tue,109,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
47,technician,married,basic.9y,no,unknown,unknown,cellular,jul,tue,1569,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
47,services,divorced,professional.course,unknown,no,no,cellular,jul,tue,318,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
55,retired,divorced,high.school,unknown,yes,no,cellular,jul,tue,609,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
60,retired,divorced,basic.4y,no,yes,no,cellular,jul,tue,600,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
42,admin.,married,basic.9y,unknown,no,no,telephone,jul,tue,75,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
53,technician,divorced,professional.course,no,no,no,cellular,jul,tue,124,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
36,admin.,married,university.degree,unknown,no,no,cellular,jul,tue,97,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
38,services,married,high.school,no,yes,no,cellular,jul,tue,55,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
41,admin.,married,high.school,no,yes,no,cellular,jul,tue,60,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
39,admin.,single,high.school,no,no,no,cellular,jul,tue,48,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
45,admin.,married,university.degree,unknown,no,no,cellular,jul,tue,345,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
43,admin.,married,high.school,no,no,no,telephone,jul,tue,647,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
53,blue-collar,divorced,basic.4y,unknown,no,no,cellular,jul,tue,64,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
58,admin.,married,high.school,unknown,yes,no,cellular,jul,tue,103,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
33,admin.,married,university.degree,no,no,no,cellular,jul,tue,2516,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
48,housemaid,married,basic.4y,unknown,yes,yes,cellular,jul,tue,72,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
49,admin.,single,university.degree,no,no,no,cellular,jul,tue,57,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
47,services,married,basic.6y,no,no,no,cellular,jul,tue,100,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
26,admin.,single,university.degree,no,no,no,cellular,jul,tue,212,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
58,housemaid,married,basic.4y,unknown,yes,no,telephone,jul,tue,35,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
57,admin.,married,professional.course,no,yes,no,cellular,jul,tue,60,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
40,admin.,divorced,university.degree,no,yes,no,cellular,jul,tue,56,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
36,technician,married,professional.course,no,no,no,cellular,jul,tue,281,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
35,admin.,married,professional.course,no,yes,yes,cellular,jul,tue,1186,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
38,unemployed,married,basic.4y,unknown,yes,no,telephone,jul,tue,156,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
38,unemployed,married,basic.4y,unknown,no,no,cellular,jul,tue,195,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
47,blue-collar,married,high.school,no,yes,no,cellular,jul,tue,20,18,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
59,housemaid,divorced,basic.4y,unknown,no,no,cellular,jul,tue,277,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
47,admin.,married,high.school,unknown,no,no,cellular,jul,tue,96,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
26,services,single,high.school,no,no,yes,cellular,jul,tue,125,12,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
55,retired,married,professional.course,no,yes,no,cellular,jul,tue,277,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
40,admin.,single,high.school,no,yes,no,cellular,jul,tue,635,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
58,housemaid,married,university.degree,no,yes,no,cellular,jul,tue,597,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
46,technician,divorced,professional.course,unknown,no,no,telephone,jul,tue,665,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
55,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,tue,80,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
57,admin.,divorced,university.degree,unknown,yes,no,telephone,jul,tue,375,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
43,housemaid,divorced,basic.9y,no,yes,no,cellular,jul,tue,94,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
47,admin.,divorced,university.degree,no,no,no,cellular,jul,tue,403,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
42,admin.,divorced,high.school,no,yes,yes,telephone,jul,tue,207,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
38,services,single,high.school,unknown,yes,no,cellular,jul,tue,109,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
60,retired,married,basic.6y,unknown,yes,no,cellular,jul,tue,122,13,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
52,technician,married,basic.9y,no,no,no,cellular,jul,tue,162,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
33,technician,married,professional.course,no,yes,yes,cellular,jul,tue,110,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
30,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue,336,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
48,technician,married,professional.course,no,no,no,telephone,jul,tue,316,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
44,blue-collar,single,basic.9y,no,yes,no,telephone,jul,tue,1127,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
55,housemaid,married,basic.4y,unknown,no,no,telephone,jul,tue,1140,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
43,retired,married,basic.9y,no,yes,no,cellular,jul,tue,284,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
38,management,unknown,university.degree,no,yes,no,cellular,jul,tue,543,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
37,admin.,single,high.school,no,no,yes,cellular,jul,tue,223,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
53,services,married,high.school,no,no,yes,cellular,jul,tue,347,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
53,housemaid,married,basic.4y,unknown,no,no,cellular,jul,tue,165,20,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
45,admin.,married,university.degree,no,no,no,cellular,jul,tue,242,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
44,unknown,married,high.school,unknown,no,no,cellular,jul,tue,153,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
55,housemaid,married,basic.4y,unknown,yes,no,telephone,jul,tue,481,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
30,admin.,single,university.degree,no,no,no,telephone,jul,tue,128,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
37,admin.,single,high.school,no,yes,no,cellular,jul,tue,234,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
44,technician,divorced,unknown,no,no,no,telephone,jul,tue,222,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
30,technician,married,professional.course,no,no,no,cellular,jul,tue,333,19,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
37,admin.,single,high.school,no,no,no,cellular,jul,tue,333,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
32,admin.,unknown,high.school,no,no,no,cellular,jul,tue,193,14,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
38,admin.,married,university.degree,no,yes,no,cellular,jul,tue,92,30,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
52,admin.,single,high.school,unknown,yes,no,cellular,jul,tue,153,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
37,admin.,single,high.school,no,yes,no,telephone,jul,tue,49,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
31,blue-collar,single,professional.course,no,yes,no,cellular,jul,tue,825,13,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
56,technician,married,basic.4y,unknown,yes,yes,cellular,jul,wed,138,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
26,services,single,university.degree,no,yes,no,cellular,jul,wed,142,8,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
25,services,unknown,high.school,unknown,yes,yes,cellular,jul,wed,984,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
55,services,married,basic.9y,no,yes,no,telephone,jul,wed,78,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
40,unemployed,divorced,university.degree,no,yes,no,cellular,jul,wed,18,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
39,admin.,single,university.degree,no,yes,no,cellular,jul,wed,150,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
56,retired,married,basic.6y,no,yes,no,telephone,jul,wed,90,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
49,admin.,divorced,basic.9y,no,no,no,cellular,jul,wed,39,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
56,retired,married,basic.6y,unknown,no,no,cellular,jul,wed,120,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
49,services,married,high.school,unknown,yes,yes,cellular,jul,wed,42,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
38,admin.,single,university.degree,no,yes,no,cellular,jul,wed,834,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
42,entrepreneur,single,unknown,no,no,no,cellular,jul,wed,295,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
45,admin.,single,professional.course,no,yes,no,cellular,jul,wed,77,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36,services,married,high.school,no,no,no,cellular,jul,wed,65,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
55,entrepreneur,single,unknown,unknown,no,unknown,telephone,jul,wed,542,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
55,unknown,married,unknown,unknown,yes,no,cellular,jul,wed,219,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
41,blue-collar,married,basic.6y,no,yes,yes,telephone,jul,wed,47,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
44,services,divorced,high.school,no,no,no,cellular,jul,wed,32,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
28,self-employed,married,university.degree,no,yes,no,cellular,jul,wed,229,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
42,management,married,university.degree,no,yes,yes,telephone,jul,wed,270,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,admin.,married,professional.course,no,yes,no,cellular,jul,wed,173,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,admin.,single,high.school,no,yes,no,cellular,jul,wed,605,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
25,admin.,single,high.school,no,no,no,cellular,jul,wed,71,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
39,technician,married,university.degree,no,yes,no,cellular,jul,wed,141,8,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33,admin.,married,university.degree,no,no,no,cellular,jul,wed,50,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
34,technician,married,professional.course,no,no,no,cellular,jul,wed,187,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
24,blue-collar,single,basic.9y,no,yes,no,cellular,jul,wed,71,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
56,management,married,university.degree,no,no,unknown,telephone,jul,wed,154,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
39,admin.,unknown,university.degree,unknown,yes,no,telephone,jul,wed,197,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,wed,988,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
50,services,single,high.school,no,no,no,cellular,jul,wed,129,9,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33,student,married,high.school,no,no,no,cellular,jul,wed,622,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,services,married,high.school,unknown,yes,no,cellular,jul,wed,149,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33,student,married,high.school,no,no,yes,cellular,jul,wed,73,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
51,housemaid,married,high.school,no,yes,no,cellular,jul,wed,44,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
52,admin.,married,basic.9y,unknown,no,no,cellular,jul,wed,1171,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
28,self-employed,married,university.degree,no,yes,yes,cellular,jul,wed,186,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33,technician,married,professional.course,no,no,no,cellular,jul,wed,96,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
31,admin.,married,high.school,no,yes,no,cellular,jul,wed,106,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
35,services,married,high.school,no,yes,unknown,cellular,jul,wed,436,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
34,self-employed,single,university.degree,unknown,no,no,cellular,jul,wed,208,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
48,services,married,basic.6y,no,no,no,cellular,jul,wed,69,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
34,self-employed,unknown,university.degree,no,no,no,cellular,jul,wed,1211,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
44,blue-collar,single,basic.9y,no,yes,no,cellular,jul,wed,50,18,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
57,management,married,unknown,no,no,no,cellular,jul,wed,178,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
35,student,single,unknown,unknown,no,no,cellular,jul,wed,103,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
39,technician,single,university.degree,no,no,no,cellular,jul,wed,31,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
48,technician,divorced,professional.course,no,yes,no,telephone,jul,wed,216,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
56,services,single,high.school,no,no,yes,cellular,jul,wed,52,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,admin.,married,high.school,no,yes,unknown,cellular,jul,wed,154,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36,technician,married,high.school,no,no,no,cellular,jul,wed,1165,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,unemployed,single,university.degree,no,yes,yes,cellular,jul,wed,266,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33,admin.,married,university.degree,no,yes,no,cellular,jul,wed,107,10,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
44,admin.,married,university.degree,no,yes,no,cellular,jul,wed,486,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,72,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33,admin.,divorced,high.school,no,unknown,unknown,cellular,jul,wed,57,17,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
31,unemployed,divorced,university.degree,no,yes,yes,cellular,jul,wed,104,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
31,blue-collar,single,basic.9y,unknown,no,yes,cellular,jul,wed,85,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
31,admin.,married,high.school,unknown,no,no,cellular,jul,wed,82,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36,blue-collar,married,basic.6y,unknown,no,no,telephone,jul,wed,350,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
43,management,married,unknown,no,yes,yes,cellular,jul,wed,595,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
42,self-employed,married,university.degree,no,no,no,cellular,jul,wed,155,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
37,technician,unknown,professional.course,no,yes,unknown,telephone,jul,wed,242,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
48,technician,married,professional.course,unknown,no,no,cellular,jul,wed,72,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
56,retired,divorced,high.school,no,yes,no,cellular,jul,wed,173,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
27,blue-collar,single,high.school,no,yes,no,telephone,jul,wed,168,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
37,entrepreneur,divorced,high.school,no,no,yes,cellular,jul,wed,245,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
23,student,unknown,high.school,no,yes,unknown,cellular,jul,wed,139,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,admin.,single,high.school,no,no,no,cellular,jul,wed,251,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
37,services,single,high.school,no,yes,no,cellular,jul,wed,411,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
35,self-employed,married,university.degree,no,no,no,telephone,jul,wed,100,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
43,technician,divorced,professional.course,unknown,yes,yes,cellular,jul,wed,180,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
35,blue-collar,unknown,basic.9y,no,no,no,cellular,jul,wed,1259,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
38,admin.,married,unknown,no,no,yes,cellular,jul,wed,311,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
39,services,single,high.school,no,no,no,cellular,jul,wed,239,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,management,single,university.degree,no,no,no,cellular,jul,wed,675,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
35,blue-collar,married,basic.4y,no,no,no,cellular,jul,wed,103,8,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
45,services,divorced,high.school,unknown,yes,yes,cellular,jul,wed,230,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33,unemployed,married,high.school,unknown,yes,yes,cellular,jul,wed,285,8,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
40,self-employed,single,university.degree,no,yes,yes,telephone,jul,wed,98,11,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36,management,married,university.degree,no,no,yes,cellular,jul,wed,93,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
37,blue-collar,married,professional.course,no,yes,no,cellular,jul,wed,83,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
22,unemployed,single,high.school,no,no,no,telephone,jul,wed,82,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
38,admin.,married,unknown,no,yes,no,cellular,jul,wed,481,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
44,management,married,university.degree,unknown,yes,unknown,cellular,jul,thu,148,15,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
27,admin.,single,professional.course,unknown,yes,no,cellular,jul,thu,114,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
42,admin.,married,university.degree,no,yes,no,telephone,jul,thu,24,12,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
41,self-employed,divorced,university.degree,no,no,no,cellular,jul,thu,81,10,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
40,unknown,married,unknown,no,yes,yes,cellular,jul,thu,67,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
30,admin.,single,high.school,no,no,no,cellular,jul,thu,13,27,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
42,admin.,divorced,university.degree,no,no,yes,telephone,jul,thu,46,17,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
58,blue-collar,divorced,basic.4y,unknown,no,no,telephone,jul,thu,69,7,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
37,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,thu,346,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
37,entrepreneur,divorced,high.school,no,yes,no,cellular,jul,thu,812,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,yes
36,blue-collar,single,high.school,no,yes,no,cellular,jul,thu,8,24,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
32,blue-collar,single,high.school,no,yes,no,cellular,jul,thu,110,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
36,management,married,university.degree,no,yes,no,cellular,jul,thu,350,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
33,services,married,professional.course,no,yes,yes,cellular,jul,thu,630,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,yes
39,technician,married,high.school,no,yes,no,cellular,jul,thu,404,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
22,unemployed,single,high.school,no,no,no,cellular,jul,thu,60,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
48,entrepreneur,married,university.degree,no,yes,no,cellular,jul,thu,413,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
36,student,divorced,university.degree,no,no,yes,cellular,jul,thu,125,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
33,services,married,professional.course,no,no,yes,cellular,jul,thu,151,7,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
59,housemaid,married,basic.4y,no,yes,yes,cellular,jul,thu,69,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
47,admin.,married,high.school,unknown,no,yes,telephone,jul,thu,225,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
50,management,married,university.degree,unknown,yes,no,telephone,jul,thu,30,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
38,services,married,high.school,no,no,yes,cellular,jul,thu,74,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
35,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,thu,574,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,yes
32,technician,single,professional.course,no,no,yes,telephone,jul,thu,181,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
27,admin.,single,university.degree,unknown,no,yes,cellular,jul,thu,242,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
32,technician,single,professional.course,no,no,no,cellular,jul,thu,167,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
40,admin.,married,professional.course,unknown,yes,yes,cellular,jul,thu,203,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
33,technician,unknown,professional.course,no,no,no,cellular,jul,thu,140,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
47,blue-collar,married,basic.4y,no,unknown,unknown,telephone,jul,thu,175,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
41,admin.,unknown,university.degree,no,yes,yes,telephone,jul,thu,180,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
38,services,married,high.school,no,yes,no,cellular,jul,thu,73,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
24,admin.,single,high.school,no,yes,no,cellular,jul,thu,725,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,yes
48,technician,married,professional.course,no,no,no,telephone,jul,thu,77,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
52,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,thu,114,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
